date,tournament,team1,team2,picks1,picks2,bans1,bans2,winner
2025-03-08,RPL 2025 Summer - GS,eA,FS,"Yena,Yan,Liliana,Capheny,TeeMee","Florentino,Keera,Ignis,Laville,Wiro Sableng","Stuart,Eland'orr,Tel'Annas,Xeniel","Valhein,Billow,Murad,Airi",eA
2025-03-08,RPL 2025 Summer - GS,eA,FS,"Skud,Keera,Raz,Hayate,Thane","Bolt Baron,Aoi,Liliana,Fennik,Enzo","Stuart,Eland'orr,Omen,Florentino","Valhein,Billow,Roxie,Capheny",eA
2025-03-08,RPL 2025 Summer - GS,eA,FS,"Qi,Eland'orr,Lorion,Bolt Baron,Enzo","Marja,Billow,Rouie,Hayate,Toro","Valhein,Stuart,Omen,Murad","Raz,TeeMee,Roxie,Natalya",eA
2025-03-08,RPL 2025 Summer - GS,eA,FS,"Marja,Errol,Iggy,Stuart,Dolia","Qi,Yan,Raz,Capheny,TeeMee","Maloch,Billow,Keera,Eland'orr","Valhein,Bolt Baron,Aoi,Alice",FS
2025-03-07,AOG Spring 2025 GS1,TDT,BOX,"Florentino,Keera,Diao Chan,Violet,TeeMee","Yena,Bolt Baron,Rouie,Hayate,Arduin","Billow,Enzo,Toro,Omen","Valhein,Maloch,Murad,Qi",BOX
2025-03-07,AOG Spring 2025 GS1,TDT,BOX,"Omen,Aoi,Sephera,Hayate,Dolia","Murad,Zuka,Maloch,Capheny,Alice","Billow,Enzo,Bolt Baron,Yena","Valhein,Rouie,Florentino,Qi",BOX
2025-03-07,AOG Spring 2025 GS1,TDT,BOX,"Mina,Billow,Raz,Fennik,Cresht","Riktor,Eland'orr,Iggy,Valhein,Thane","Marja,Enzo,Bolt Baron,Keera","Maloch,Rouie,Omega,Xeniel",TDT
2025-03-07,AOG Spring 2025 GS1,TDT,BOX,"Marja,Eland'orr,Iggy,Stuart,Toro","Florentino,Tulen,Liliana,Fennik,TeeMee","Billow,Valhein,Bolt Baron,Keera","Maloch,Rouie,Murad,Mganga",BOX
2025-03-07,AOG Spring 2025 GS1,TDT,BOX,"Skud,Bolt Baron,Liliana,Elsu,Thane","Qi,Yan,Raz,Stuart,Ming","Eland'orr,Maloch,Omen,Florentino","Valhein,Marja,Krizzix,Roxie",TDT
2025-03-07,RPL 2025 Summer - GS,PSG,TLN,"Murad,Marja,Natalya,Fennik,Toro","Roxie,Eland'orr,Aleister,Capheny,Enzo","Bolt Baron,Billow,Ignis,Diao Chan","Valhein,Rouie,Mina,Grakk",PSG
2025-03-07,RPL 2025 Summer - GS,PSG,TLN,"Ryoma,Bolt Baron,Alice,Stuart,Dolia","Qi,Marja,Krixi,Fennik,Maloch","Valhein,Eland'orr,Enzo,Omen","Rouie,Florentino,Murad,Capheny",PSG
2025-03-07,RPL 2025 Summer - GS,PSG,TLN,"Qi,Billow,Zata,Hayate,Xeniel","Yan,Keera,Raz,Stuart,Ming","Eland'orr,Maloch,Bolt Baron,Omen","Marja,Valhein,Grakk,Krizzix",PSG
2025-03-07,AOG Spring 2025 GS1,BSS,FL,"Qi,Enzo,Natalya,Valhein,Zip","Skud,Aoi,Maloch,Hayate,Dolia","Billow,Raz,Fennik,Elsu","TeeMee,Rouie,Florentino,Eland'orr",FL
2025-03-07,AOG Spring 2025 GS1,BSS,FL,"Omen,Aoi,Raz,Stuart,Roxie","Biron,Keera,Iggy,Capheny,Toro","Billow,Maloch,Qi,Skud","TeeMee,Valhein,Yan,Mina",FL
2025-03-07,AOG Spring 2025 GS1,BSS,FL,"Riktor,Billow,Tulen,Capheny,Ming","Florentino,Butterfly,Rouie,Stuart,Krizzix","Valhein,Raz,Mina,Y'bneth","Maloch,TeeMee,Marja,Ignis",FL
2025-03-07,AOG Spring 2025 GS1,1S,SGP,"Murad,Billow,Liliana,Fennik,Omega","Yena,Keera,Raz,Valhein,Enzo","Maloch,Marja,Zip,Aoi","Rouie,TeeMee,Skud,Rouie",1S
2025-03-07,AOG Spring 2025 GS1,1S,SGP,"Riktor,Marja,Raz,Slimz,Mina","Ryoma,Wonder Woman,Rouie,Eland'orr,Arduin","Maloch,Billow,Toro,Enzo","Valhein,TeeMee,Capheny,Krizzix",1S
2025-03-07,AOG Spring 2025 GS1,1S,SGP,"Biron,Nakroth,Ignis,Stuart,Enzo","Skud,Zuka,Liliana,Hayate,TeeMee","Valhein,Bolt Baron,Riktor,Keera","Marja,Rouie,Ming,Florentino",1S
2025-03-06,AOG Spring 2025 GS1,BOX,SPN,"Bolt Baron,Billow,Iggy,Elsu,Xeniel","Airi,Nakroth,Raz,Stuart,Enzo","Maloch,TeeMee,Murad,Ming","Valhein,Eland'orr,Toro,Arduin",BOX
2025-03-06,AOG Spring 2025 GS1,BOX,SPN,"Yena,Zephys,Liliana,Capheny,TeeMee","Omen,Eland'orr,Rouie,Marja,Toro","Maloch,Valhein,Stuart,Murad","Billow,Bolt Baron,Qi,Mina",BOX
2025-03-06,AOG Spring 2025 GS1,BOX,SPN,"Florentino,Keera,Raz,Fennik,Enzo","Yena,Billow,Natalya,Laville,Grakk","Valhein,Maloch,Capheny,Elsu","Stuart,Eland'orr,Bolt Baron,Skud",BOX
2025-03-06,AOG Spring 2025 GS1,FPL,BSS,"Florentino,Murad,Ignis,Fennik,Omega","Riktor,Bolt Baron,Iggy,Valhein,Zip","TeeMee,Maloch,Qi,Ming","Stuart,Rouie,Marja,Enzo",BSS
2025-03-06,AOG Spring 2025 GS1,FPL,BSS,"Qi,Keera,Liliana,Violet,Arduin","Skud,Aoi,Raz,Fennik,Thane","Maloch,TeeMee,Bolt Baron,Krizzix","Valhein,Marja,Omen,Murad",BSS
2025-03-06,AOG Spring 2025 GS1,FPL,BSS,"Yena,Bolt Baron,Maloch,Hayate,Dolia","Murad,Billow,Rouie,Stuart,Arduin","TeeMee,Raz,Florentino,Omen","Marja,Valhein,Qi,Fennik",BSS
2025-03-06,AOG Spring 2025 GS1,FPL,BSS,"Skud,Billow,Raz,Capheny,TeeMee","Yena,Marja,Liliana,Elsu,Enzo","Bolt Baron,Valhein,Stuart,Fennik","Maloch,Eland'orr,Qi,Omen",FPL
2025-03-02,AOG Spring 2025 GS1,TDT,FL,"Skud,Billow,Liliana,Elsu,Arduin","Omen,Wonder Woman,Raz,Stuart,Enzo","Bolt Baron,Maloch,Aoi,Yan","Valhein,TeeMee,Florentino,Roxie",FL
2025-03-02,AOG Spring 2025 GS1,TDT,FL,"Ryoma,Bolt Baron,Diao Chan,Hayate,Thane","Marja,Keera,Rouie,Murad,Y'bneth","Maloch,Eland'orr,Toro,Omen","Grakk,Qi,TeeMee,Valhein",FL
2025-03-02,AOG Spring 2025 GS1,TDT,FL,"Yena,Marja,Rouie,Capheny,Mina","Riktor,Eland'orr,Ignis,Fennik,TeeMee","Valhein,Stuart,Florentino,Qi","Maloch,Billow,Omen,Murad",FL
2025-03-02,RPL 2025 Summer - GS,KOG,PSG,"Omen,Billow,Tulen,Elsu,Arduin","Skud,Yan,Natalya,Hayate,Grakk","Marja,Valhein,Roxie,Eland'orr","Rouie,Bolt Baron,Yue,Iggy",PSG
2025-03-02,RPL 2025 Summer - GS,KOG,PSG,"Murad,Keera,Ignis,Fennik,Mina","Florentino,Zill,Raz,Capheny,Maloch","Marja,Valhein,Yue,TeeMee","Bolt Baron,Rouie,Yena,Omen",KOG
2025-03-02,RPL 2025 Summer - GS,KOG,PSG,"Skud,Eland'orr,Liliana,Stuart,Ming","Mina,Billow,Iggy,Violet,Enzo","Marja,Valhein,TeeMee,Zip","Bolt Baron,Rouie,Murad,Florentino",PSG
2025-03-02,RPL 2025 Summer - GS,KOG,PSG,"Riktor,Aoi,Maloch,Capheny,TeeMee","Yena,Wonder Woman,Alice,Fennik,Dolia","Marja,Enzo,Mina,Eland'orr","Valhein,Bolt Baron,Keera,Billow",KOG
2025-03-02,RPL 2025 Summer - GS,KOG,PSG,"Roxie,Marja,Raz,Hayate,Enzo","Qi,Bolt Baron,Rouie,Stuart,Y'bneth","Maloch,Eland'orr,TeeMee,Toro","Valhein,Fennik,Capheny,Billow",PSG
2025-03-02,GCS 2025 Spring GS,ANK,DCG,"Marja,Kriknak,Mganga,Violet,TeeMee","Ryoma,Eland'orr,Natalya,Capheny,Enzo","Bolt Baron,Maloch,Murad,Raz","Omen,Mina,Valhein,Billow",DCG
2025-03-02,GCS 2025 Spring GS,ANK,DCG,"Bolt Baron,Wonder Woman,Yue,Stuart,Thane","Florentino,Aoi,Liliana,Hayate,TeeMee","Maloch,Rouie,Raz,Iggy","Riktor,Qi,Valhein,Billow",ANK
2025-03-02,GCS 2025 Spring GS,ANK,DCG,"Murad,Zuka,Natalya,Hayate,Enzo","Yena,Keera,Alice,Stuart,Dolia","Raz,Maloch,TeeMee,Bolt Baron","Marja,Billow,Grakk,Skud",DCG
2025-03-02,GCS 2025 Spring GS,ANK,DCG,"Maloch,Aoi,Rouie,Eland'orr,Omega","Qi,Zuka,Krixi,Marja,Krizzix","Capheny,Stuart,TeeMee,Bolt Baron","Valhein,Billow,Omen,Murad",ANK
2025-03-02,GCS 2025 Spring GS,ANK,DCG,"Biron,Keera,Raz,Fennik,Toro","Riktor,Billow,Ignis,Valhein,Roxie","Thane,Ming,TeeMee,Bolt Baron","Maloch,Stuart,Qi,Florentino",DCG
2025-03-02,AOG Spring 2025 GS1,BOX,SGP,"Ryoma,Bolt Baron,Iggy,Capheny,Thane","Riktor,Nakroth,Liliana,Fennik,Roxie","Marja,Stuart,Murad,Qi","Valhein,TeeMee,Ming,Enzo",SGP
2025-03-02,AOG Spring 2025 GS1,BOX,SGP,"Yena,Keera,Ignis,Hayate,Y'bneth","Skud,Wonder Woman,Rouie,Violet,TeeMee","Valhein,Bolt Baron,Eland'orr,Omen","Maloch,Raz,Florentino,Qi",SGP
2025-03-02,AOG Spring 2025 GS1,BOX,SGP,"Riktor,Fennik,Liliana,Marja,Dolia","Ryoma,Billow,Raz,Hayate,Maloch","Bolt Baron,Valhein,Capheny,Murad","Stuart,Eland'orr,Omen,Roxie",SGP
2025-03-02,RPL 2025 Summer - GS,BRU,FS,"Airi,Eland'orr,Mganga,Stuart,Ming","Florentino,Keera,Liliana,Violet,Arduin","Maloch,Enzo,Xeniel,Krizzix","Valhein,Bolt Baron,Raz,Rouie",FS
2025-03-02,RPL 2025 Summer - GS,BRU,FS,"Qi,Aoi,Natalya,Hayate,Enzo","Marja,Bolt Baron,Rouie,Capheny,Toro","Valhein,Dolia,Eland'orr,Omen","Stuart,Raz,Florentino,Billow",FS
2025-03-02,RPL 2025 Summer - GS,BRU,FS,"Marja,Keera,Iggy,Capheny,Zip","Yena,Billow,Raz,Hayate,TeeMee","Maloch,Enzo,Murad,Omen","Bolt Baron,Valhein,Dolia,Qi",FS
2025-03-02,AOG Spring 2025 GS1,FPL,1S,"Murad,Keera,Iggy,Fennik,Omega","Skud,Ryoma,Liliana,Valhein,Zip","Bolt Baron,Rouie,Ming,Omen","Marja,TeeMee,Enzo,Aoi",1S
2025-03-02,AOG Spring 2025 GS1,FPL,1S,"Maloch,Billow,Raz,Valhein,Ming","Qi,Aoi,Tulen,Fennik,Dolia","Bolt Baron,Stuart,Murad,Diao Chan","Marja,Enzo,Zip,Sephera",1S
2025-03-02,AOG Spring 2025 GS1,FPL,1S,"Airi,Bolt Baron,Liliana,Stuart,Toro","Florentino,Billow,Violet,Marja,TeeMee","Valhein,Rouie,Ignis,Keera","Dolia,Raz,Yue,Murad",1S
2025-03-02,GCS 2025 Spring GS,BMG,ONE,"Florentino,Aoi,Iggy,Hayate,TeeMee","Bolt Baron,Eland'orr,Liliana,Capheny,Wiro Sableng","Marja,Stuart,Ignis,Murad","Qi,Billow,Valhein,Rouie",ONE
2025-03-02,GCS 2025 Spring GS,BMG,ONE,"Murad,Fennik,Liliana,Stuart,Toro","Ryoma,Aoi,Iggy,Valhein,Y'bneth","Roxie,Florentino,TeeMee,Bolt Baron","Rouie,Maloch,Omen,Qi",ONE
2025-03-02,GCS 2025 Spring GS,BMG,ONE,"Yena,Marja,Ignis,Capheny,Enzo","Riktor,Keera,Rouie,Hayate,Arduin","Fennik,Eland'orr,Qi,Murad","Aoi,Billow,Valhein,Bolt Baron",ONE
2025-03-02,RPL 2025 Summer - GS,HD,BAC,"Florentino,Aoi,Raz,Valhein,Omega","Qi,Billow,Tulen,Fennik,Enzo","Maloch,Eland'orr,Natalya,Airi","Bolt Baron,Marja,Zip,TeeMee",BAC
2025-03-02,RPL 2025 Summer - GS,HD,BAC,"Charlotte,Keera,Natalya,Fennik,Roxie","Riktor,Bolt Baron,Ignis,Hayate,Alice","Valhein,Marja,Enzo,Florentino","Maloch,Raz,Murad,Zip",BAC
2025-03-02,RPL 2025 Summer - GS,HD,BAC,"Yena,Eland'orr,Liliana,Stuart,Y'bneth","Mina,Wonder Woman,Raz,Violet,TeeMee","Maloch,Bolt Baron,Sephera,Keera","Marja,Valhein,Florentino,Roxie",BAC
2025-03-01,AOG Spring 2025 GS1,FL,SPN,"Bolt Baron,Eland'orr,Iggy,Elsu,Mina","Ryoma,Billow,Raz,Tel'Annas,TeeMee","Valhein,Maloch,Murad,Omen","Rouie,Marja,Toro,Krixi",FL
2025-03-01,AOG Spring 2025 GS1,FL,SPN,"Yena,Billow,Raz,Stuart,Dolia","Riktor,Wonder Woman,Rouie,Marja,Toro","Maloch,Eland'orr,Omen,Skud","Aoi,TeeMee,Florentino,Krizzix",FL
2025-03-01,AOG Spring 2025 GS1,FL,SPN,"Qi,Keera,Liliana,Valhein,Arduin","Yena,Enzo,Iggy,Fennik,Omega","Bolt Baron,Marja,TeeMee,Stuart","Rouie,Maloch,Omen,Zip",FL
2025-03-01,RPL 2025 Summer - GS,BRU,KOG,"Skud,Keera,Liliana,Hayate,TeeMee","Ryoma,Bolt Baron,Raz,Capheny,Arduin","Maloch,Eland'orr,Ming,Zip","Valhein,Marja,Rouie,Omen",BRU
2025-03-01,RPL 2025 Summer - GS,BRU,KOG,"Ryoma,Zill,Iggy,Stuart,Dolia","Murad,Keera,Ignis,Hayate,Enzo","Bolt Baron,Maloch,Raz,Natalya","Valhein,Marja,Omen,Yena",KOG
2025-03-01,RPL 2025 Summer - GS,BRU,KOG,"Riktor,Bolt Baron,Natalya,Capheny,Xeniel","Marja,Billow,Rouie,Tel'Annas,Mina","Maloch,Eland'orr,Omen,Hayate","Valhein,TeeMee,Florentino,Ignis",KOG
2025-03-01,RPL 2025 Summer - GS,BRU,KOG,"Airi,Billow,Diao Chan,Fennik,Y'bneth","Florentino,Errol,Liliana,Valhein,TeeMee","Bolt Baron,Marja,Eland'orr,Keera","Stuart,Maloch,Omen,Ignis",BRU
2025-03-01,RPL 2025 Summer - GS,BRU,KOG,"Qi,Eland'orr,Raz,Violet,Enzo","Skud,Fennik,Tulen,Stuart,Toro","Maloch,Marja,Florentino,Omen","Valhein,Bolt Baron,Keera,Ming",BRU
2025-03-01,GCS 2025 Spring GS,FW,HKA,"Florentino,Billow,Iggy,Violet,Enzo","Roxie,Yan,Natalya,Hayate,TeeMee","Stuart,Fennik,Eland'orr,Airi","Raz,Krixi,Valhein,Bolt Baron",FW
2025-03-01,GCS 2025 Spring GS,FW,HKA,"Qi,Eland'orr,Ignis,Stuart,Maloch","Bolt Baron,Ryoma,Murad,Marja,Dolia","Liliana,Alice,Hayate,TeeMee","Valhein,Rouie,Billow,Omen",FW
2025-03-01,GCS 2025 Spring GS,FW,HKA,"Zuka,Kriknak,Liliana,Hayate,Omega","Florentino,Keera,Rouie,Capheny,Thane","Marja,Billow,Omen,Toro","Krizzix,Enzo,TeeMee,Bolt Baron",HKA
2025-03-01,GCS 2025 Spring GS,FW,HKA,"Marja,Aoi,Mganga,Capheny,Toro","Mina,Zuka,Raz,Valhein,Y'bneth","Thane,Billow,Bolt Baron,TeeMee","Maloch,Fennik,Florentino,Iggy",FW
2025-03-01,AOG Spring 2025 GS1,TDT,BSS,"Qi,Eland'orr,Liliana,Tel'Annas,Zip","Marja,Nakroth,Iggy,Capheny,TeeMee","Valhein,Billow,Mina,Omen","Stuart,Maloch,Baldum,Enzo",TDT
2025-03-01,AOG Spring 2025 GS1,TDT,BSS,"Yena,Bolt Baron,Iggy,Capheny,Thane","Skud,Keera,Ignis,Hayate,Xeniel","Maloch,Eland'orr,Tulen,Rouie","Valhein,Marja,Florentino,Omen",TDT
2025-03-01,AOG Spring 2025 GS1,TDT,BSS,"Zuka,Billow,Rouie,Violet,Toro","Yena,Yan,Raz,Elsu,Enzo","Maloch,Eland'orr,Florentino,Qi","Valhein,Marja,Omen,Stuart",BSS
2025-03-01,AOG Spring 2025 GS1,TDT,BSS,"Skud,Zill,Raz,Hayate,TeeMee","Riktor,Bolt Baron,Liliana,Stuart,Krizzix","Valhein,Billow,Ming,Xeniel","Maloch,Marja,Keera,Omen",TDT
2025-03-01,RPL 2025 Summer - GS,TLN,eA,"Florentino,Nakroth,Yue,Capheny,Enzo","Yena,Yan,Liliana,Hayate,Krizzix","Bolt Baron,Murad,Tulen,Baldum","Valhein,Dolia,Iggy,Raz",TLN
2025-03-01,RPL 2025 Summer - GS,TLN,eA,"Skud,Bolt Baron,Ignis,Violet,Ming","Roxie,Eland'orr,Iggy,Stuart,Y'bneth","Rouie,Florentino,Aoi,Murad","Valhein,Dolia,Maloch,Mganga",TLN
2025-03-01,RPL 2025 Summer - GS,TLN,eA,"Yena,Keera,Rouie,Hayate,Arduin","Marja,Billow,Raz,Bright,TeeMee","Bolt Baron,Valhein,Krizzix,Alice","Maloch,Stuart,Omen,Ryoma",eA
2025-03-01,RPL 2025 Summer - GS,TLN,eA,"Qi,Eland'orr,Natalya,Marja,Roxie","Ryoma,Keera,Dolia,Capheny,Maloch","Stuart,Hayate,Alice,Omen","Valhein,Bolt Baron,Raz,Liliana",TLN
2025-03-01,AOG Spring 2025 GS1,1S,BOX,"Marja,Ryoma,Krixi,Murad,Roxie","Florentino,Eland'orr,Zata,Capheny,Dolia","Keera,Rouie,Omen,Riktor","Valhein,Maloch,Zip,Krizzix",1S
2025-03-01,AOG Spring 2025 GS1,1S,BOX,"Billow,Bolt Baron,Raz,Capheny,Aleister","Qi,Aoi,Iggy,Violet,Roxie","Marja,TeeMee,Omen,Mina","Valhein,Maloch,Ming,Xeniel",1S
2025-03-01,AOG Spring 2025 GS1,1S,BOX,"Skud,Keera,Liliana,Stuart,Ormarr","Yena,Billow,Raz,Fennik,Xeniel","Marja,Rouie,Florentino,TeeMee","Maloch,Valhein,Ming,Omen",BOX
2025-03-01,AOG Spring 2025 GS1,1S,BOX,"Florentino,Wonder Woman,Violet,Rouie,TeeMee","Airi,Bolt Baron,Maloch,Stuart,Alice","Dolia,Billow,Fennik,Qi","Valhein,Marja,Keera,Eland'orr",BOX
2025-03-01,AOG Spring 2025 GS1,1S,BOX,"Qi,Aoi,Yue,Fennik,Arduin","Skud,Yan,Liliana,Valhein,Enzo","TeeMee,Bolt Baron,Zip,Omen","Marja,Maloch,Murad,Toro",1S
2025-03-01,GCS 2025 Spring GS,BMG,DCG,"Bolt Baron,Eland'orr,Liliana,Elsu,Maloch","Ryoma,Keera,Raz,Capheny,Ming","Marja,Stuart,Qi,Murad","Y'bneth,Baldum,Valhein,TeeMee",BMG
2025-03-01,GCS 2025 Spring GS,BMG,DCG,"Yena,Kriknak,Krixi,Stuart,Krizzix","Biron,Wonder Woman,Diao Chan,Fennik,Maloch","Marja,Keera,Bolt Baron,Skud","Florentino,Billow,Valhein,TeeMee",BMG
2025-03-01,GCS 2025 Spring GS,BMG,DCG,"Enzo,Fennik,Ignis,Keera,Biron","Riktor,Aoi,Rouie,Valhein,Wiro Sableng","Arduin,Toro,Marja,Bolt Baron","Billow,Stuart,Qi,Florentino",BMG
2025-03-01,GCS 2025 Spring GS,BMG,DCG,"Lu Bu,Aoi,Natalya,Marja,Toro","Yena,Billow,Liliana,Hayate,TeeMee","Eland'orr,Qi,Valhein,Bolt Baron","Maloch,Stuart,Raz,Iggy",DCG
2025-03-01,RPL 2025 Summer - GS,PSG,BAC,"Yena,Billow,Liliana,Stuart,Dolia","Roxie,Eland'orr,Raz,Tel'Annas,Zip","Valhein,Bolt Baron,TeeMee,Skud","Maloch,Marja,Iggy,Ryoma",BAC
2025-03-01,RPL 2025 Summer - GS,PSG,BAC,"Florentino,Keera,Natalya,Fennik,Xeniel","Airi,Marja,Ignis,Capheny,Enzo","Valhein,Bolt Baron,Billow,Zill","Eland'orr,Maloch,Murad,Grakk",BAC
2025-03-01,RPL 2025 Summer - GS,PSG,BAC,"Omen,Bolt Baron,Rouie,Valhein,Arum","Maloch,Keera,Natalya,Stuart,Grakk","Eland'orr,Billow,Florentino,Enzo","Marja,Dolia,TeeMee,Roxie",BAC
2025-02-28,AOG Spring 2025 GS1,SPN,TDT,"Airi,Aoi,Iggy,Elsu,Y'bneth","Qi,Wonder Woman,Natalya,Fennik,Cresht","TeeMee,Valhein,Nakroth,Enzo","Stuart,Maloch,Florentino,Skud",SPN
2025-02-28,AOG Spring 2025 GS1,SPN,TDT,"Riktor,Wonder Woman,Rouie,Eland'orr,Toro","Ryoma,Marja,Raz,Stuart,Mina","TeeMee,Hayate,Aoi,Qi","Valhein,Maloch,Florentino,Skud",TDT
2025-02-28,AOG Spring 2025 GS1,SPN,TDT,"Omen,Keera,Alice,Capheny,TeeMee","Riktor,Bolt Baron,Iggy,Elsu,Thane","Valhein,Marja,Stuart,Aoi","Maloch,Eland'orr,Florentino,Qi",SPN
2025-02-28,AOG Spring 2025 GS1,SPN,TDT,"Mina,Enzo,Raz,Hayate,Omega","Yena,Billow,Rouie,Violet,Toro","Valhein,Marja,Stuart,Keera","Maloch,Eland'orr,Florentino,Qi",SPN
2025-02-28,RPL 2025 Summer - GS,FS,HD,"Florentino,Eland'orr,Iggy,Fennik,Xeniel","Airi,Aoi,Liliana,Valhein,Ming","TeeMee,Maloch,Grakk,Krizzix","Bolt Baron,Billow,Ignis,Errol",FS
2025-02-28,RPL 2025 Summer - GS,FS,HD,"Qi,Wonder Woman,Zata,Hayate,Dolia","Marja,Bolt Baron,Rouie,Stuart,Omega","TeeMee,Valhein,Krizzix,Zip","Billow,Fennik,Ignis,Liliana",HD
2025-02-28,RPL 2025 Summer - GS,FS,HD,"Marja,Keera,Raz,Stuart,Toro","Skud,Eland'orr,Iggy,Violet,Enzo","Valhein,Maloch,Hayate,Elsu","Bolt Baron,Billow,TeeMee,Dolia",FS
2025-02-28,RPL 2025 Summer - GS,FS,HD,"Maloch,Aoi,Rouie,Valhein,Ming","Billow,Keera,Ignis,Capheny,Y'bneth","TeeMee,Enzo,Florentino,Krizzix","Bolt Baron,Raz,Eland'orr,Marja",FS
2025-02-28,AOG Spring 2025 GS1,FL,FPL,"Qi,Billow,Iggy,Elsu,Wiro Sableng","Florentino,Bolt Baron,Raz,Capheny,Enzo","Stuart,TeeMee,Marja,Omen","Valhein,Rouie,Toro,Arduin",FL
2025-02-28,AOG Spring 2025 GS1,FL,FPL,"Florentino,Marja,Liliana,Fennik,Dolia","Roxie,Errol,Krixi,Hayate,Maloch","Bolt Baron,Valhein,Qi,Krizzix","Rouie,Billow,Murad,Eland'orr",FL
2025-02-28,AOG Spring 2025 GS1,FL,FPL,"Yena,Sephera,Raz,Capheny,TeeMee","Skud,Eland'orr,Rouie,Violet,Toro","Maloch,Billow,Mina,Omen","Bolt Baron,Valhein,Ryoma,Murad",FL
2025-02-28,AOG Spring 2025 GS1,BSS,SGP,"Qi,Yan,Krixi,Fennik,TeeMee","Skud,Bolt Baron,Iggy,Tel'Annas,Baldum","Stuart,Raz,Elsu,Violet","Valhein,Rouie,Liliana,Marja",SGP
2025-02-28,AOG Spring 2025 GS1,BSS,SGP,"Murad,Aoi,Tulen,Stuart,Dolia","Yena,Wonder Woman,Rouie,Hayate,Maloch","Billow,TeeMee,Omen,Skud","Marja,Eland'orr,Florentino,Qi",SGP
2025-02-28,AOG Spring 2025 GS1,BSS,SGP,"Yena,Billow,Raz,Hayate,Arduin","Ryoma,Marja,Liliana,Capheny,Enzo","TeeMee,Valhein,Omen,Qi","Maloch,Stuart,Murad,Florentino",SGP
2025-02-27,AOG Spring 2025 GS1,SGP,TDT,"Riktor,Enzo,Ignis,Capheny,Roxie","Yena,Billow,Rouie,Elsu,Toro","Valhein,Bolt Baron,Hayate,Omen","Maloch,Marja,Florentino,Eland'orr",TDT
2025-02-27,AOG Spring 2025 GS1,SGP,TDT,"Skud,Bolt Baron,Iggy,Elsu,Thane","Airi,Aoi,Raz,Stuart,TeeMee","Rouie,Maloch,Eland'orr,Florentino","Valhein,Billow,Toro,Qi",TDT
2025-02-27,AOG Spring 2025 GS1,SGP,TDT,"Ryoma,Keera,Rouie,Laville,Arduin","Riktor,Marja,Diao Chan,Violet,Thane","Valhein,TeeMee,Florentino,Hayate","Maloch,Eland'orr,Omen,Stuart",TDT
2025-02-27,AOG Spring 2025 GS1,SPN,BSS,"Omen,Bolt Baron,Maloch,Murad,Dolia","Qi,Marja,Natalya,Hayate,TeeMee","Enzo,Florentino,Raz,Yan","Billow,Stuart,Eland'orr,Capheny",SPN
2025-02-27,AOG Spring 2025 GS1,SPN,BSS,"Skud,Aoi,Raz,Valhein,Y'bneth","Riktor,Billow,Krixi,Tel'Annas,Zip","Enzo,Florentino,Qi,Ignis","Bolt Baron,Stuart,Grakk,Omen",SPN
2025-02-27,AOG Spring 2025 GS1,SPN,BSS,"Florentino,Keera,Iggy,Hayate,Enzo","Bolt Baron,Zill,Liliana,Capheny,Maloch","Eland'orr,Billow,Aoi,Murad","Valhein,TeeMee,Natalya,Raz",SPN
2025-02-23,AOG Spring 2025 GS1,1S,FL,"Qi,Keera,Yue,Yorn,Y'bneth","Florentino,Zephys,Raz,Capheny,Mina","Maloch,Billow,Enzo,Yan","Valhein,Rouie,Elsu,Hayate",FL
2025-02-23,AOG Spring 2025 GS1,1S,FL,"Zuka,Sephera,Iggy,Violet,Krizzix","Riktor,Eland'orr,Ignis,Stuart,TeeMee","Billow,Maloch,Omen,Raz","Valhein,Rouie,Mina,Murad",1S
2025-02-23,AOG Spring 2025 GS1,1S,FL,"Skud,Billow,Dolia,Fennik,Alice","Qi,Bolt Baron,Natalya,Valhein,Grakk","Rouie,TeeMee,Enzo,Raz","Maloch,Eland'orr,Diao Chan,Ignis",1S
2025-02-23,AOG Spring 2025 GS1,1S,FL,"Florentino,Aoi,Raz,Marja,TeeMee","Yena,Keera,Iggy,Elsu,Arduin","Bolt Baron,Valhein,Omen,Riktor","Maloch,Rouie,Hayate,Murad",FL
2025-02-23,AOG Spring 2025 GS1,1S,FL,"Bolt Baron,Enzo,Natalya,Stuart,Ming","Marja,Aoi,Liliana,Hayate,Dolia","TeeMee,Billow,Maloch,Qi","Rouie,Valhein,Omen,Murad",FL
2025-02-23,RPL 2025 Summer - GS,FS,BAC,"Airi,Keera,Liliana,Valhein,Thane","Florentino,Bolt Baron,Natalya,Stuart,Enzo","Billow,TeeMee,Raz,Yue","Marja,Rouie,Omen,Murad",FS
2025-02-23,RPL 2025 Summer - GS,FS,BAC,"Florentino,Bolt Baron,Raz,Hayate,Y'bneth","Ryoma,Fennik,Mganga,Valhein,Helen","Billow,Enzo,Ming,Xeniel","Marja,TeeMee,Eland'orr,Tel'Annas",FS
2025-02-23,RPL 2025 Summer - GS,FS,BAC,"Ryoma,Billow,Natalya,Stuart,Dolia","Maloch,Eland'orr,Krixi,Marja,Rouie","Enzo,TeeMee,Sephera,Keera","Bolt Baron,Valhein,Florentino,Murad",BAC
